case_id,box_name,n_peaks,model_kind,has_voigt,use_common_sigma,bgsub,n_free,tags,adapter,trial,perturb_init,success,converged,aborted,elapsed_s,n_eval,chi2,redchi,r2,ref_chi2,ref_r2,ref_elapsed_s,chi2_ratio,speed_ratio,p_max_abs_diff,amp_max_rel_diff,error
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,9,0.05,True,True,False,0.11747527495026588,960,3809.105223486942,4.534649075579693,0.9630877451142228,3591.010086000241,0.9652012029558752,0.2761954301968217,1.0607336465962482,0.425333883571321,0.1677573538040349,0.08773161381624899,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,0,0.05,True,True,False,0.039058820344507694,24,3591.0079360690697,4.275009447701273,0.9652012237898514,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999994013018288,0.1414173301733258,0.028544073115511992,1.1424985002220348e-05,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,1,0.05,True,True,False,0.03267741482704878,24,3809.1051168659205,4.534648948649905,0.9630877461474372,3591.010086000241,0.9652012029558752,0.2761954301968217,1.060733616905153,0.11831265565748963,0.16772490084883884,0.08773381603554249,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,2,0.05,True,True,False,0.0575064355507493,40,3591.0079357085115,4.275009447272037,0.9652012237933454,3591.010086000241,0.9652012029558752,0.2761954301968217,0.999999401201423,0.20820922167238326,0.03019220549452939,3.0827149865156733e-06,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,3,0.05,True,True,False,0.037279147654771805,25,3591.007933038183,4.275009444093075,0.9652012238192222,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999994004578082,0.13497380325303004,0.02910351945448042,2.1235662690280407e-05,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,4,0.05,True,True,False,0.042824503034353256,30,3591.0079611028004,4.275009477503334,0.9652012235472612,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999994082730514,0.15505145397892994,0.029492718854442046,1.071684252116698e-05,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,5,0.05,True,True,False,0.037049575708806515,26,3591.0079341197606,4.275009445380667,0.9652012238087412,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999994007589985,0.13414260939221312,0.02899767355347649,8.806891876403934e-06,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,6,0.05,True,True,False,0.049192712642252445,32,3591.0081085002307,4.275009652976465,0.9652012221189017,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999994493192826,0.17810835105851267,0.030218280016867993,0.00044855308620758916,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,7,0.05,True,True,False,0.03789716586470604,27,3591.0079362356946,4.275009447899636,0.9652012237882367,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999994013482294,0.13721141525658068,0.02942325558726111,4.031808906156909e-05,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,8,0.05,True,True,False,0.03749882336705923,26,3591.0079378910827,4.275009449870336,0.9652012237721951,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999994018092107,0.13576916656563404,0.02864671355192172,7.818065803440793e-06,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-trf,9,0.05,True,True,False,0.04451147001236677,34,3591.0079427857113,4.275009455697275,0.9652012237247636,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999994031722333,0.1611593283083906,0.028623125111266745,9.236628110478727e-07,
full_run_m3_00003_dc8ba7,m3,2,gmm,False,True,1,5,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,0,0.05,True,True,False,0.06601538974791765,521,1940634467.1894503,2896469.3540141047,0.8209164849337361,1940634518.6449559,0.8209164801853752,0.07739653158932924,0.9999999734852157,0.8529502342327092,1.6771161256201594e-05,4.4804294470983195e-05,
full_run_m3_00003_dc8ba7,m3,2,gmm,False,True,1,5,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,1,0.05,True,True,False,0.15378586295992136,1237,1940634799.8760862,2896469.8505613226,0.8209164542331105,1940634518.6449559,0.8209164801853752,0.07739653158932924,1.0000001449171019,1.9869864941224835,4.162533230100962e-05,0.00014709150586196502,
full_run_m3_00003_dc8ba7,m3,2,gmm,False,True,1,5,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,2,0.05,True,True,False,0.015053014270961285,110,1940634406.378753,2896469.26325187,0.8209164905454027,1940634518.6449559,0.8209164801853752,0.07739653158932924,0.9999999421497444,0.19449210399806421,3.779650694468728e-05,0.00012039669069604345,
full_run_m3_00003_dc8ba7,m3,2,gmm,False,True,1,5,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,3,0.05,True,True,False,0.02219549659639597,169,1940634425.9936333,2896469.2925278107,0.8209164887353236,1940634518.6449559,0.8209164801853752,0.07739653158932924,0.9999999522572016,0.28677637279880497,2.8015903581035673e-05,8.994042241808418e-05,
full_run_m3_00003_dc8ba7,m3,2,gmm,False,True,1,5,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,4,0.05,True,True,False,0.13594503328204155,1113,1940634566.7297735,2896469.5025817514,0.8209164757480645,1940634518.6449559,0.8209164801853752,0.07739653158932924,1.0000000247778844,1.7564744891072672,5.61321331815634e-06,3.004375703021597e-05,
full_run_m3_00003_dc8ba7,m3,2,gmm,False,True,1,5,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,5,0.05,True,True,False,0.019179939292371273,145,1940634438.0413938,2896469.310509543,0.8209164876235453,1940634518.6449559,0.8209164801853752,0.07739653158932924,0.9999999584653569,0.24781393815088784,1.8173191108417086e-05,6.848322632498268e-05,
full_run_m3_00003_dc8ba7,m3,2,gmm,False,True,1,5,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,6,0.05,True,True,False,0.026592391543090343,205,1940634433.4252112,2896469.303619718,0.8209164880495309,1940634518.6449559,0.8209164801853752,0.07739653158932924,0.9999999560866594,0.3435863467912388,2.2346948981066816e-05,7.650691200664885e-05,
full_run_m3_00003_dc8ba7,m3,2,gmm,False,True,1,5,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,7,0.05,True,True,False,0.024802940897643566,188,1940634408.926213,2896469.2670540493,0.8209164903103208,1940634518.6449559,0.8209164801853752,0.07739653158932924,0.9999999434624388,0.32046579334135405,3.8212077868138294e-05,0.0001216842010289321,
